"name","assignment","length","begin","end","species","species.score","type","type.support","subtype","subtype.support"
"India|NA|MG973730|STM2017-20852|Dengue_2|E|External|2017-06-15|2017.45205479452","Unassigned",498,144,641,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MG973731|STM2017-201051|Dengue_2|E|External|2017-06-15|2017.45205479452","Unassigned",510,132,641,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|MG973732|STM2017-201052|Dengue_2|E|External|2017-06-15|2017.45205479452","Unassigned",484,146,629,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|MG973733|STM2017-201356|Dengue_2|E|External|2017-06-15|2017.45205479452","Unassigned",509,133,641,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MG973734|STM2017-201497|Dengue_2|E|External|2017-06-15|2017.45205479452","Unassigned",496,146,641,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MG973735|STM2017-201572|Dengue_2|E|External|2017-06-15|2017.45205479452","Unassigned",502,132,633,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|MG973736|STM2017-201817|Dengue_2|E|External|2017-06-15|2017.45205479452","Unassigned",499,131,629,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|MG973737|STM2017-201831|Dengue_2|E|External|2017-06-15|2017.45205479452","Unassigned",499,143,641,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|Madhya_Pradesh|MH051272|DENV-2/isolate_1/2016/AIIMS_Bhopal|Dengue_2|E|External|2016-09-24|2016.72876712329","Unassigned",449,187,635,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|Madhya_Pradesh|MH051273|DENV-2/isolate_2/2016/AIIMS_Bhopal|Dengue_2|E|External|2016-10-13|2016.78082191781","Unassigned",449,187,635,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|Madhya_Pradesh|MH051274|DENV-2/isolate_3/2016/AIIMS_Bhopal|Dengue_2|E|External|2016-10-17|2016.79178082192","Unassigned",449,187,635,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|Madhya_Pradesh|MH051275|DENV-2/isolate_4/2016/AIIMS_Bhopal|Dengue_2|E|External|2016-10-19|2016.79726027397","Unassigned",449,187,635,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|MH039598|AS/15219/2016|Dengue_2|E|External|2016-06-15|2016.45205479452","Unassigned",381,163,543,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|MH039599|AS/15233/2016|Dengue_2|E|External|2016-06-15|2016.45205479452","Unassigned",381,163,543,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|MH039600|AS/15242/2016|Dengue_2|E|External|2016-06-15|2016.45205479452","Unassigned",381,163,543,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|MH039601|AS/15243/2016|Dengue_2|E|External|2016-06-15|2016.45205479452","Unassigned",381,163,543,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|MH039602|AS/15244/2016|Dengue_2|E|External|2016-06-15|2016.45205479452","Unassigned",381,163,543,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|MH039603|AS/15245/2016|Dengue_2|E|External|2016-06-15|2016.45205479452","Unassigned",381,163,543,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|MH039604|AS/15250/2016|Dengue_2|E|External|2016-06-15|2016.45205479452","Unassigned",381,163,543,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|MH039605|AS/15251/2016|Dengue_2|E|External|2016-06-15|2016.45205479452","Unassigned",381,163,543,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|MH039606|AS/15252/2016|Dengue_2|E|External|2016-06-15|2016.45205479452","Unassigned",381,163,543,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|MH039607|AS/15260/2016|Dengue_2|E|External|2016-06-15|2016.45205479452","Unassigned",381,163,543,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|MH039608|AS/15261/2016|Dengue_2|E|External|2016-06-15|2016.45205479452","Unassigned",381,163,543,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|MH039609|AS/15403/2016|Dengue_2|E|External|2016-06-15|2016.45205479452","Unassigned",381,163,543,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|MH039610|AS/15418/2016|Dengue_2|E|External|2016-06-15|2016.45205479452","Unassigned",381,163,543,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|MH039611|AS/15419/2016|Dengue_2|E|External|2016-06-15|2016.45205479452","Unassigned",381,163,543,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|MH594910|NIV_1023426_Pune_India_2010|Dengue_2|E|External|2010-06-15|2010.45205479452","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MH594911|NIV_1030291_Pune_India_2010|Dengue_2|E|External|2010-06-15|2010.45205479452","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MH594912|NIV_1030329_Pune_India_2010|Dengue_2|E|External|2010-06-15|2010.45205479452","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MH594913|NIV_1030971_Pune_India_2010|Dengue_2|E|External|2010-06-15|2010.45205479452","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MH594914|NIV_1030992_Pune_India_2010|Dengue_2|E|External|2010-06-15|2010.45205479452","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MH594915|NIV_1031005_Pune_India_2010|Dengue_2|E|External|2010-06-15|2010.45205479452","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MH594916|NIV_1210613_Pune_India_2012|Dengue_2|E|External|2012-06-15|2012.45205479452","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MH594917|NIV_1732443_Nashik_India_2017|Dengue_2|E|External|2017-06-15|2017.45205479452","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MH594918|NIV_1733549_Pune_India_2017|Dengue_2|E|External|2017-06-15|2017.45205479452","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MH594919|NIV_1735726_Nagpur_India_2017|Dengue_2|E|External|2017-06-15|2017.45205479452","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MH594920|NIV_1736321_Nashik_India_2017|Dengue_2|E|External|2017-06-15|2017.45205479452","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MH594921|NIV_1736841_Nashik_India_2017|Dengue_2|E|External|2017-06-15|2017.45205479452","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MH594922|NIV_1736862_Nashik_India_2017|Dengue_2|E|External|2017-06-15|2017.45205479452","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype III - Southern Asian-American",NA,NA,NA
"India|NA|MH594923|NIV_1736965_Aurangabad_India_2017|Dengue_2|E|External|2017-06-15|2017.45205479452","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MH594924|NIV_1737277_Nashik_India_2017|Dengue_2|E|External|2017-06-15|2017.45205479452","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MH594925|NIV_1737834_Nashik_India_2017|Dengue_2|E|External|2017-06-15|2017.45205479452","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MH594926|NIV_1738865_Nashik_India_2017|Dengue_2|E|External|2017-06-15|2017.45205479452","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MH594927|NIV_1740002_Nashik_India_2017|Dengue_2|E|External|2017-06-15|2017.45205479452","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MH594928|NIV_B1200044_Banglore_India_2012|Dengue_2|E|External|2012-06-15|2012.45205479452","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MH594929|NIV_B1200052_Banglore_India_2012|Dengue_2|E|External|2012-06-15|2012.45205479452","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MH594930|NIV_1015577_Raigarh_2010|Dengue_2|E|External|2010-06-15|2010.45205479452","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"Thailand|NA|LC410184||Dengue_2|WG|External|2016-09-15|2016.70410958904","2V",10671,29,10699,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Thailand|NA|LC410185||Dengue_2|WG|External|2016-11-15|2016.87123287671","2V",10670,29,10699,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Thailand|NA|LC410186||Dengue_2|WG|External|2016-12-15|2016.95342465753","2V",10671,29,10699,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Thailand|NA|LC410187||Dengue_2|WG|External|2017-01-15|2017.03835616438","2V",10671,29,10699,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Thailand|NA|LC410188||Dengue_2|WG|External|2017-02-15|2017.12328767123","2V",10671,29,10699,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Thailand|NA|LC410189||Dengue_2|WG|External|2016-10-15|2016.78630136986","2II",10671,29,10699,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Thailand|NA|LC410190||Dengue_2|WG|External|2016-10-15|2016.78630136986","2II",10671,29,10699,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Thailand|NA|LC410191||Dengue_2|WG|External|2017-02-15|2017.12328767123","2II",10671,29,10699,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Malaysia|Johor_Bahru|MH488959|TM246|Dengue_2|WG|External|2014-06-15|2014.45205479452","2II",10068,139,10206,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"India|NA|MG560143||Dengue_2|WG|External|2014-06-15|2014.45205479452","Unassigned",10723,1,10723,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MG560144||Dengue_2|WG|External|2014-06-15|2014.45205479452","Unassigned",10670,1,10670,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MG560145||Dengue_2|E|External|2014-06-15|2014.45205479452","Unassigned",749,1672,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MG560146||Dengue_2|E|External|2014-06-15|2014.45205479452","Unassigned",749,1672,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MG560147||Dengue_2|E|External|2014-06-15|2014.45205479452","Unassigned",749,1672,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"Philippines|NA|LC421503||Dengue_2|E|External|2018-08-10|2018.60547945205","Unassigned",712,2022,2733,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|MG778910|HN201701|Dengue_2|E|External|2017-04-25|2017.31232876712","Unassigned",521,2505,3025,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MG252525|DENV2/KIPM/1/CHENNAI/2015|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",519,177,695,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|MG252526|DENV2/KIPM/2/CHENNAI/2015|Dengue_2|E|External|2015-06-15|2015.45205479452","Unassigned",452,191,642,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MG252527|DENV2/KIPM/3/CHENNAI/2016|Dengue_2|E|External|2016-06-15|2016.45205479452","Unassigned",453,190,642,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|MG252528|DENV2/KIPM/4/CHENNAI/2016|Dengue_2|E|External|2016-06-15|2016.45205479452","Unassigned",453,190,642,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"Malaysia|NA|MG450859|D2/Malaysia/5129/16|Dengue_2|E|External|2016-06-15|2016.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",97,NA,NA
"Malaysia|NA|MG450860|D2/Malaysia/AMR/747585/15|Dengue_2|E|External|2015-06-15|2015.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Malaysia|NA|MG450861|D2/Malaysia/SN/688163/15|Dengue_2|E|External|2015-06-15|2015.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",99,NA,NA
"Malaysia|NA|MG450862|D2/Malaysia/KZ/742808/15|Dengue_2|E|External|2015-06-15|2015.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",99,NA,NA
"Malaysia|NA|MG450863|D2/Malaysia/5222/16|Dengue_2|E|External|2016-06-15|2016.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Malaysia|NA|MG450864|D2/Malaysia/5069/16|Dengue_2|E|External|2016-06-15|2016.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Malaysia|NA|MG450865|D2/Malaysia/5276/16|Dengue_2|E|External|2016-06-15|2016.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Malaysia|NA|MG450866|D2/Malaysia/5995/16|Dengue_2|E|External|2016-06-15|2016.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",99,NA,NA
"Malaysia|NA|MG450867|D2/Malaysia/5718/16|Dengue_2|E|External|2016-06-15|2016.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",99,NA,NA
"Malaysia|NA|MG450868|D2/Malaysia/INM/247146/15|Dengue_2|E|External|2015-06-15|2015.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",99,NA,NA
"Malaysia|NA|MG450869|D2/Malaysia/AIM/768397/15|Dengue_2|E|External|2015-06-15|2015.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Malaysia|NA|MG450870|D2/Malaysia/HOM/733682/15|Dengue_2|E|External|2015-06-15|2015.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",99,NA,NA
"Malaysia|NA|MG450871|D2/Malaysia/BAG/680429/14|Dengue_2|E|External|2014-06-15|2014.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",99,NA,NA
"Malaysia|NA|MG450872|D2/Malaysia/SUG/92678/15|Dengue_2|E|External|2015-06-15|2015.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Malaysia|NA|MG450873|D2/Malaysia/SHIN/737431/15|Dengue_2|E|External|2015-06-15|2015.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Malaysia|NA|MG450874|D2/Malaysia/WCK/738138/15|Dengue_2|E|External|2015-06-15|2015.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",99,NA,NA
"Malaysia|NA|MG450875|D2/Malaysia/5373/16|Dengue_2|E|External|2016-06-15|2016.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Malaysia|NA|MG450876|D2/Malaysia/5182/16|Dengue_2|E|External|2016-06-15|2016.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Malaysia|NA|MG450877|D2/Malaysia/SAL/248126/15|Dengue_2|E|External|2015-06-15|2015.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Malaysia|NA|MG450878|D2/Malaysia/ZUL/746682/15|Dengue_2|E|External|2015-06-15|2015.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Malaysia|NA|MG450879|D2/Malaysia/PMY/753568/15|Dengue_2|E|External|2015-06-15|2015.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",98,NA,NA
"Malaysia|NA|MG450880|D2/Malaysia/HAF/676583/14|Dengue_2|E|External|2014-06-15|2014.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Malaysia|NA|MG450881|D2/Malaysia/870855/17|Dengue_2|E|External|2017-06-15|2017.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Malaysia|NA|MG450882|D2/Malaysia/557599/17|Dengue_2|E|External|2017-06-15|2017.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Malaysia|NA|MG450883|D2/Malaysia/177613/17|Dengue_2|E|External|2017-06-15|2017.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",99,NA,NA
"Malaysia|NA|MG450884|D2/Malaysia/5874/17|Dengue_2|E|External|2017-06-15|2017.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Malaysia|NA|MG450885|D2/Malaysia/558764/17|Dengue_2|E|External|2017-06-15|2017.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",99,NA,NA
"Malaysia|NA|MG450886|D2/Malaysia/550620/17|Dengue_2|E|External|2017-06-15|2017.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",99,NA,NA
"Malaysia|NA|MG450887|D2/Malaysia/KKM/683104/14|Dengue_2|E|External|2014-06-15|2014.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Malaysia|NA|MG450888|D2/Malaysia/CHT/746049/15|Dengue_2|E|External|2015-06-15|2015.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Malaysia|NA|MG450889|D2/Malaysia/DOR/480537/15|Dengue_2|E|External|2015-06-15|2015.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",98,NA,NA
"Malaysia|NA|MG450890|D2/Malaysia/IRW/243588/16|Dengue_2|E|External|2016-06-15|2016.45205479452","2II",514,1597,2110,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",98,NA,NA
"China|Hangzhou|MH110564||Dengue_2|WG|External|2017-09-15|2017.70410958904","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|Hangzhou|MH110565||Dengue_2|WG|External|2017-09-15|2017.70410958904","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|Hangzhou|MH110566||Dengue_2|WG|External|2017-09-15|2017.70410958904","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|Hangzhou|MH110567||Dengue_2|WG|External|2017-09-15|2017.70410958904","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|Hangzhou|MH110568||Dengue_2|WG|External|2017-09-15|2017.70410958904","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|Hangzhou|MH110569||Dengue_2|WG|External|2017-09-15|2017.70410958904","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|Hangzhou|MH110570||Dengue_2|WG|External|2017-09-15|2017.70410958904","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|Hangzhou|MH110571||Dengue_2|WG|External|2017-09-15|2017.70410958904","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|Hangzhou|MH110572||Dengue_2|WG|External|2017-09-15|2017.70410958904","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|Hangzhou|MH110573||Dengue_2|WG|External|2017-08-15|2017.61917808219","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|Hangzhou|MH110574||Dengue_2|WG|External|2017-08-15|2017.61917808219","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|Hangzhou|MH110575||Dengue_2|WG|External|2017-08-15|2017.61917808219","Unassigned",10176,97,10272,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|Hangzhou|MH110576||Dengue_2|WG|External|2017-08-15|2017.61917808219","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|Hangzhou|MH110577||Dengue_2|WG|External|2017-08-15|2017.61917808219","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|Hangzhou|MH110578||Dengue_2|WG|External|2017-08-15|2017.61917808219","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|Hangzhou|MH110579||Dengue_2|WG|External|2017-08-15|2017.61917808219","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|Hangzhou|MH110580||Dengue_2|WG|External|2017-08-15|2017.61917808219","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|Hangzhou|MH110581||Dengue_2|WG|External|2017-09-15|2017.70410958904","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|Hangzhou|MH110582||Dengue_2|WG|External|2017-09-15|2017.70410958904","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|Hangzhou|MH110583||Dengue_2|WG|External|2017-09-15|2017.70410958904","Unassigned",10176,97,10272,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|Hangzhou|MH110584||Dengue_2|WG|External|2017-09-15|2017.70410958904","Unassigned",10176,97,10272,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|Hangzhou|MH110585||Dengue_2|WG|External|2017-09-15|2017.70410958904","Unassigned",10176,97,10272,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|Hangzhou|MH110586||Dengue_2|WG|External|2017-09-15|2017.70410958904","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|Hangzhou|MH110587||Dengue_2|WG|External|2017-09-15|2017.70410958904","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|Hangzhou|MH110588||Dengue_2|WG|External|2017-09-15|2017.70410958904","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|Hangzhou|MH110589||Dengue_2|WG|External|2017-09-15|2017.70410958904","Unassigned",10176,97,10272,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|Hangzhou|MH110590||Dengue_2|WG|External|2017-09-15|2017.70410958904","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|Hangzhou|MH110591||Dengue_2|WG|External|2017-09-15|2017.70410958904","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|Hangzhou|MH110592||Dengue_2|WG|External|2017-09-15|2017.70410958904","Unassigned",10176,97,10272,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|Hangzhou|MH110593||Dengue_2|WG|External|2017-09-15|2017.70410958904","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|Hangzhou|MH110594||Dengue_2|WG|External|2017-08-15|2017.61917808219","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|Hangzhou|MH110595||Dengue_2|WG|External|2017-09-15|2017.70410958904","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|Hangzhou|MH110596||Dengue_2|WG|External|2017-09-15|2017.70410958904","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
